              Procedure           Image            Address        Calls Instructions
  PyThread_acquire_lock       python2.7       55bfdec48eb0            6          114
    PyString_FromString       python2.7       55bfdec48a70        40459      2671006
 PyThread_allocate_lock       python2.7       55bfdec48a20           77         1311
 PyInterpreterState_New       python2.7       55bfdec48850            1           33
        PyObject_Malloc       python2.7       55bfdec48650        60439      2246123
        Py_InitializeEx       python2.7       55bfdec48250            1          202
       _PyObject_GC_New       python2.7       55bfdec48230         2410        24100
          Py_Initialize       python2.7       55bfdec48220            1            2
      Py_SetProgramName       python2.7       55bfdec48200            1            6
             PyList_New       python2.7       55bfdec48090         5420       254809
     Py_FdIsInteractive       python2.7       55bfdec47ff0            2           33
      _PyOS_ResetGetOpt       python2.7       55bfdec47fc0            1            6
 PySys_ResetWarnOptions       python2.7       55bfdec47fa0            1            4
         _PyRandom_Init       python2.7       55bfdec47e70            2           11
           _PyOS_GetOpt       python2.7       55bfdec47d30            2           64
                Py_Main       python2.7       55bfdec47530            1          192
                   main       python2.7       55bfdec47520            1            1
                 _start       python2.7       55bfdec47410            1           11
  PyCObject_FromVoidPtr       python2.7       55bfdec45dc4           95         2090
    PyCObject_AsVoidPtr       python2.7       55bfdec45c6c           34          544
PyMarshal_ReadObjectFromFile       python2.7       55bfdec30197            1           22
               init_ast       python2.7       55bfdec0e704            1          649
          PySeqIter_New       python2.7       55bfdebe71e0          102         2958
       PyObject_Realloc       python2.7       55bfdebd33c0           15       173553
_PyObject_GenericGetAttrWithDict       python2.7       55bfdebce7d0        32842      3535926
        PyObject_GC_Del       python2.7       55bfdebcc100         1970        19440
          PyObject_Free       python2.7       55bfdebcb5f0        85836      2496394
    _PyObject_GC_Malloc       python2.7       55bfdebca730        35756       679936
                  .text       python2.7       55bfdebc99d0            0           43
               .plt.got       python2.7       55bfdebc9970            0          585
               time@plt       python2.7       55bfdebc9930            2            2
          readdir64@plt       python2.7       55bfdebc98e0          150          150
                log@plt       python2.7       55bfdebc98d0            3            3
              fcntl@plt       python2.7       55bfdebc9870            2            2
             memcpy@plt       python2.7       55bfdebc9860        91465        91465
          setlocale@plt       python2.7       55bfdebc9740            3            3
            realloc@plt       python2.7       55bfdebc9730         8289         8289
            fopen64@plt       python2.7       55bfdebc96d0         2535         2535
               modf@plt       python2.7       55bfdebc96b0           18           18
        sigemptyset@plt       python2.7       55bfdebc96a0            3            3
     __realpath_chk@plt       python2.7       55bfdebc9640            1            1
      __sprintf_chk@plt       python2.7       55bfdebc9630           53           53
           closedir@plt       python2.7       55bfdebc9610            3            3
        funlockfile@plt       python2.7       55bfdebc9600           93           93
           unsetenv@plt       python2.7       55bfdebc95e0            2            2
__libc_current_sigrtmin@plt       python2.7       55bfdebc95d0            1            1
              dlsym@plt       python2.7       55bfdebc95c0           49           49
          flockfile@plt       python2.7       55bfdebc95a0           93           93
          __xstat64@plt       python2.7       55bfdebc9580          711          711
            strncpy@plt       python2.7       55bfdebc9570         7911         7911
             dlopen@plt       python2.7       55bfdebc9550           50           50
             munmap@plt       python2.7       55bfdebc9530            9            9
             memcmp@plt       python2.7       55bfdebc9500        55922        55922
__ctype_tolower_loc@plt       python2.7       55bfdebc94e0            3            3
             getuid@plt       python2.7       55bfdebc94a0            1            1
             strcpy@plt       python2.7       55bfdebc9440         3540         3540
           sem_post@plt       python2.7       55bfdebc9410         2439         2439
             strcmp@plt       python2.7       55bfdebc93a0         9157         9157
           sem_init@plt       python2.7       55bfdebc9350           77           77
             strdup@plt       python2.7       55bfdebc9300            2            2
              qsort@plt       python2.7       55bfdebc92f0            3            3
   __errno_location@plt       python2.7       55bfdebc92e0          500          500
__libc_current_sigrtmax@plt       python2.7       55bfdebc92c0            1            1
             getenv@plt       python2.7       55bfdebc9290           15           15
              fread@plt       python2.7       55bfdebc9260          912          912
         __lxstat64@plt       python2.7       55bfdebc9220            4            4
             strchr@plt       python2.7       55bfdebc9210        10755        10755
            memmove@plt       python2.7       55bfdebc91f0         2021         2021
       __strcpy_chk@plt       python2.7       55bfdebc91c0          754          754
             putenv@plt       python2.7       55bfdebc91b0            6            6
